Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,LIT301,DPIT301,FIT301,MV301,MV302,P301,P302,AIT401,AIT402,FIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
22/12/2015 10:07:56,1.8735,898.61,1,1,0,6.51,198.08,6.912,1.1916,1,851.63,14.806,1.1089,1,0,1,0,0.0229,174.39,1.0051,1,0,0,0,100.73,0.0118,0.0108,0.0089,0.8537,0.4055,0.403,0.837,1,0,301.65,298.55,298.34,0.8608,1,0,0,Normal
22/12/2015 10:07:57,1.8241,899.64,1,1,0,6.556,197.36,6.993,1.1844,1,851.79,15.264,1.0795,1,0,1,0,0.019,176.36,0.9661,1,0,0,0,99.25,0.0122,0.01,0.0118,0.8649,0.3685,0.3776,0.8357,1,0,305.27,297.65,298.62,0.8649,1,0,0,Normal
22/12/2015 10:07:58,1.7097,900.05,0,1,0,6.36,203.28,6.975,1.2213,1,849.61,14.905,1.1117,1,0,1,0,0.0207,175.31,1.0148,1,0,0,0,98.87,0.0102,0.0106,0.0099,0.9055,0.4119,0.3585,0.8272,1,0,302.5,297.66,303.73,0.8335,1,0,0,Normal
22/12/2015 10:07:59,-0.0093,897.03,1,1,0,6.502,201.17,6.91,1.24,1,848.99,15.508,1.1257,1,0,1,0,0.0191,174.84,0.9994,1,0,0,0,101.61,0.0089,0.0093,0.0099,0.9444,0.4102,0.3674,0.7469,1,0,299.81,296.36,301.95,0.9013,1,0,0,Normal
22/12/2015 10:08:00,1.8935,898.24,1,1,0,6.472,200.71,7.005,1.1896,1,847.74,14.458,1.0546,1,0,1,0,0.0208,173.96,0.9227,0,0,0,0,100.44,0.01,0.0101,0.0106,0.8903,0.4275,0.4206,0.7962,1,0,299.24,301.15,299.95,0.8572,1,0,0,Normal
22/12/2015 10:08:01,1.814,899.14,1,1,0,6.533,202.91,7.021,1.1965,1,849.96,15.36,1.1521,1,0,1,0,0.0176,173.28,0.9755,1,0,0,0,100.18,0.0118,0.0107,0.0085,0.9635,0.3755,0.4205,0.7702,1,0,298.14,302.37,303.08,0.8619,1,0,0,Normal
22/12/2015 10:08:02,1.9025,899.46,1,1,0,6.354,198.75,7.024,1.1659,1,850.36,15.121,1.0925,1,0,1,0,0.0217,174.54,1.0069,1,0,0,0,101.15,0.0108,0.0097,0.0101,0.89,0.4068,0.3797,0.8218,1,0,299.9,297.71,301.59,0.877,1,0,0,Normal
22/12/2015 10:08:03,1.78,899.6,1,1,0,6.617,199.1,6.96,1.1275,1,847.1,15.363,1.021,1,0,1,0,0.0177,175.57,1.0027,1,0,0,0,100.32,0.01,0.0084,0.0091,0.8956,0.3823,0.3837,0.7895,1,0,301.95,298.97,303.24,0.8701,1,0,0,Normal
22/12/2015 10:08:04,1.6981,899.68,1,1,0,6.326,202.15,6.983,1.1899,1,846.86,15.506,1.0928,1,0,1,0,0.0247,175.27,1.0319,1,0,0,0,100.81,0.01,0.0105,0.0105,0.9646,0.4357,0.3814,0.8606,1,0,297.9,300.97,295.65,0.9311,1,0,0,Normal
22/12/2015 10:08:05,1.8277,900.73,0,1,0,6.647,196.95,7.079,1.188,1,849.94,15.312,1.1101,1,0,1,0,0.02,174.97,0.9796,1,0,0,0,98.93,0.0096,0.0098,0.0104,0.9157,0.4434,0.4093,0.8345,1,0,300.2,305.03,307.2,0.9159,1,0,0,Normal
22/12/2015 10:08:06,0.0085,897.66,1,1,0,6.546,201.4,7.023,1.2003,1,848.98,15.201,1.1742,1,0,1,0,0.022,176.07,1.0309,1,0,0,0,99.63,0.0087,0.0085,0.0106,0.9331,0.4389,0.3838,0.8439,1,0,303.94,298.53,304.16,0.9283,1,0,0,Normal
22/12/2015 10:08:07,1.793,898.49,1,1,0,6.532,196.87,7.008,1.2037,1,848.11,14.486,1.0788,1,0,1,0,0.0193,174.74,1.0032,1,0,0,0,100.59,0.0109,0.0098,0.0127,0.8819,0.4349,0.3988,0.7504,1,0,301.45,300.94,296.85,0.8723,1,0,0,Normal
22/12/2015 10:08:08,1.8304,898.31,1,1,0,6.451,197.34,7.047,1.1991,1,849.93,15.219,1.0999,1,0,1,0,0.0197,175.97,0.9876,0,0,0,0,99.15,0.0099,0.0097,0.0128,0.9147,0.3752,0.4131,0.8117,1,0,296.85,300.87,301.59,0.9307,1,0,0,Normal
22/12/2015 10:08:09,1.7678,899.09,1,1,0,6.377,199.71,6.998,1.227,1,849.68,14.642,1.1087,1,0,1,0,0.0193,176.12,0.9757,1,0,0,0,98.98,0.0094,0.013,0.009,0.9344,0.3883,0.4102,0.8196,1,0,303.39,299.4,305.97,0.8823,1,0,0,Normal
22/12/2015 10:08:10,1.8031,899.35,1,1,0,6.516,199.14,7.122,1.1665,1,851.45,15.428,1.0994,1,0,1,0,0.0183,173.46,0.9845,1,0,0,0,98.21,0.0114,0.0085,0.0108,0.9264,0.4491,0.4208,0.8286,1,0,301.1,300.0,302.56,0.9375,1,0,0,Normal
22/12/2015 10:08:11,1.8107,900.7,0,1,0,6.51,199.82,7.007,1.2489,1,851.58,15.095,1.09,1,0,1,0,0.021,173.99,0.9632,1,0,0,0,100.45,0.0111,0.0114,0.0109,0.8951,0.4209,0.4686,0.8035,1,0,296.06,298.24,301.88,0.8519,1,0,0,Normal
22/12/2015 10:08:12,0.0461,897.8,1,1,0,6.631,201.73,6.892,1.2368,1,852.64,15.128,1.0308,1,0,1,0,0.0184,172.67,0.9395,1,0,0,0,100.0,0.0092,0.0082,0.0111,0.9279,0.4056,0.402,0.8163,1,0,297.0,303.76,300.28,0.9275,1,0,0,Normal
22/12/2015 10:08:13,1.851,898.53,1,1,0,6.494,200.97,7.01,1.1805,1,853.56,15.14,1.1484,1,0,1,0,0.0164,175.07,0.9783,1,0,0,0,99.48,0.0106,0.0097,0.0098,0.8751,0.4004,0.3914,0.8024,1,0,300.36,297.13,298.8,0.9023,1,0,0,Normal
22/12/2015 10:08:14,1.8712,899.02,1,1,0,6.671,201.83,7.027,1.229,1,855.72,15.538,1.1227,1,0,1,0,0.0221,172.84,0.9549,1,0,0,0,100.16,0.0101,0.0096,0.0083,0.8665,0.3819,0.3606,0.7666,1,0,303.42,301.46,297.09,0.8794,1,0,0,Normal
22/12/2015 10:08:15,1.8967,899.65,1,1,0,6.423,200.45,6.926,1.1854,1,855.76,14.157,1.1237,1,0,1,0,0.0215,177.02,1.07,1,0,0,0,100.42,0.0099,0.0092,0.0092,0.9147,0.4477,0.4201,0.838,1,0,299.42,298.2,297.66,0.8854,1,0,0,Normal
22/12/2015 10:08:16,1.6921,899.95,1,1,0,6.513,200.72,6.999,1.1767,1,852.81,14.712,1.0611,1,0,1,0,0.0209,176.82,1.0282,1,0,0,0,100.76,0.0099,0.0098,0.0099,0.9153,0.4247,0.382,0.7851,1,0,295.19,299.11,301.7,0.8891,1,0,0,Normal
22/12/2015 10:08:17,1.8774,900.68,0,1,0,6.364,199.82,7.018,1.1953,1,853.16,14.665,1.0502,1,0,1,0,0.0198,175.44,0.9949,1,0,0,0,100.2,0.0108,0.0108,0.0112,0.9158,0.4186,0.3684,0.8061,1,0,299.45,305.03,302.78,0.8811,1,0,0,Normal
22/12/2015 10:08:18,0.0136,897.69,1,1,0,6.398,200.72,6.989,1.2113,1,852.07,14.707,1.147,1,0,1,0,0.0179,173.04,0.9985,1,0,0,0,99.23,0.0098,0.0092,0.0104,0.8415,0.4254,0.4201,0.808,1,0,299.07,302.15,300.99,0.9286,1,0,0,Normal
22/12/2015 10:08:19,1.8129,898.62,1,1,0,6.483,200.74,7.009,1.2187,1,853.98,14.825,1.0742,1,0,1,0,0.0205,173.93,0.9727,1,0,0,0,100.99,0.0096,0.01,0.0093,0.9312,0.4069,0.4081,0.762,1,0,303.5,291.54,302.5,0.928,1,0,0,Normal
22/12/2015 10:08:20,1.7803,899.03,1,1,0,6.534,206.37,7.067,1.228,1,852.61,15.072,1.0675,1,0,1,0,0.0216,175.28,0.9663,1,0,0,0,100.08,0.01,0.0095,0.0099,0.8744,0.4031,0.4061,0.8211,1,0,300.93,304.9,306.58,0.8879,1,0,0,Normal
22/12/2015 10:08:21,1.87,899.82,1,1,0,6.318,198.88,6.979,1.2555,1,851.51,14.957,1.1336,1,0,1,0,0.0184,175.56,1.0045,1,0,0,0,100.88,0.0093,0.0108,0.0106,0.9011,0.4053,0.3881,0.7752,1,0,302.28,299.33,299.76,0.9084,1,0,0,Normal
22/12/2015 10:08:22,1.8169,900.97,0,1,0,6.48,200.86,7.012,1.2307,1,852.32,15.359,1.154,1,0,1,0,0.0218,174.68,0.9663,1,0,0,0,101.67,0.0104,0.0082,0.0091,0.8782,0.3744,0.4021,0.7978,1,0,304.27,296.64,300.7,0.8736,1,0,0,Normal
22/12/2015 10:08:23,0.0201,898.32,1,1,0,6.555,197.37,7.004,1.2239,1,853.75,15.314,1.1386,1,0,1,0,0.0221,175.21,1.015,1,0,0,0,101.0,0.0104,0.0091,0.0108,0.8698,0.3927,0.3383,0.812,1,0,298.07,303.33,301.17,0.9337,1,0,0,Normal
22/12/2015 10:08:24,1.7687,899.34,1,1,0,6.579,200.34,6.974,1.2304,1,851.49,14.791,1.0292,1,0,1,0,0.0186,176.28,1.0152,1,0,0,0,100.05,0.0102,0.009,0.0093,0.8871,0.3728,0.3892,0.7843,1,0,297.29,303.98,296.5,0.8957,1,0,0,Normal
22/12/2015 10:08:25,1.7584,899.6,1,1,0,6.532,202.8,6.971,1.2647,1,850.28,14.881,1.1706,1,0,1,0,0.0258,178.37,0.9933,1,0,0,0,100.51,0.0107,0.0093,0.0102,0.8724,0.4303,0.3686,0.837,1,0,300.12,298.53,300.5,0.922,1,0,0,Normal
22/12/2015 10:08:26,1.87,900.03,0,1,0,6.682,202.7,7.045,1.2318,1,851.33,15.579,1.0817,1,0,1,0,0.0173,175.14,0.9755,1,0,0,0,98.94,0.0093,0.0106,0.0105,0.856,0.4378,0.415,0.7433,1,0,302.46,302.37,304.25,0.8813,1,0,0,Normal
22/12/2015 10:08:27,-0.0167,896.88,1,1,0,6.413,196.19,7.027,1.1891,1,847.23,15.038,1.1463,1,0,1,0,0.0174,173.57,1.0132,1,0,0,0,97.44,0.0097,0.0096,0.0085,0.8609,0.4257,0.3905,0.8007,1,0,293.87,296.05,301.83,0.9113,1,0,0,Normal
22/12/2015 10:08:28,1.9019,897.45,1,1,0,6.468,204.11,7.057,1.2068,1,847.53,15.722,1.1232,1,0,1,0,0.0231,170.61,1.0138,0,0,0,0,99.48,0.0106,0.0084,0.0114,0.9143,0.466,0.4416,0.7997,1,0,305.36,302.54,300.69,0.8502,1,0,0,Normal
22/12/2015 10:08:29,1.7356,897.76,1,1,0,6.637,201.73,6.965,1.237,1,846.16,14.429,1.1153,1,0,1,0,0.0184,173.72,1.0298,1,0,0,0,100.66,0.012,0.0093,0.0118,0.8835,0.383,0.4059,0.8215,1,0,302.74,297.11,301.3,0.8794,1,0,0,Normal
22/12/2015 10:08:30,1.7412,898.08,1,1,0,6.615,197.05,7.018,1.1529,1,847.1,14.689,1.0579,1,0,1,0,0.0216,173.83,0.9905,1,0,0,0,97.78,0.0108,0.0091,0.0092,0.9214,0.3561,0.4003,0.8177,1,0,303.93,304.55,299.61,0.9231,1,0,0,Normal
22/12/2015 10:08:31,1.7586,899.05,1,1,0,6.516,197.93,7.021,1.2302,1,848.19,14.394,1.14,1,0,1,0,0.018,174.95,0.9515,1,0,0,0,99.82,0.0095,0.0094,0.0076,0.921,0.4444,0.4121,0.7939,1,0,299.84,298.74,300.27,0.8989,1,0,0,Normal
22/12/2015 10:08:32,1.7795,898.96,1,1,0,6.49,203.8,7.017,1.1856,1,847.82,15.02,1.0543,1,0,1,0,0.0185,171.43,0.9723,1,0,0,0,100.09,0.0107,0.01,0.0094,0.8952,0.3792,0.3934,0.8175,1,0,296.0,299.82,297.75,0.8601,1,0,0,Normal
22/12/2015 10:08:33,1.8846,899.44,1,1,0,6.298,196.82,6.944,1.1987,1,847.65,15.166,1.1271,1,0,1,0,0.0206,172.84,1.0097,1,0,0,0,100.64,0.0096,0.0107,0.0115,0.8218,0.4022,0.3653,0.8733,1,0,298.6,302.24,299.89,0.8759,1,0,0,Normal
22/12/2015 10:08:34,1.8122,900.07,0,1,0,6.506,200.58,6.987,1.1885,1,846.08,15.042,1.0684,1,0,1,0,0.0209,175.34,1.0086,1,0,0,0,101.68,0.0127,0.0091,0.0084,0.9506,0.3924,0.4082,0.8515,1,0,301.27,306.69,300.41,0.8788,1,0,0,Normal
22/12/2015 10:08:35,-0.0671,897.4,1,1,0,6.532,202.92,6.999,1.2076,1,847.46,15.335,1.1464,1,0,1,0,0.02,170.5,1.0353,1,0,0,0,99.76,0.0091,0.0098,0.0103,0.8703,0.3917,0.4023,0.8014,1,0,303.84,304.62,297.43,0.9033,1,0,0,Normal
22/12/2015 10:08:36,1.8424,898.13,1,1,0,6.567,201.35,6.954,1.2077,1,849.64,14.896,1.1052,1,0,1,0,0.0195,170.37,1.0006,1,0,0,0,100.3,0.0095,0.0108,0.0087,0.8394,0.4173,0.3732,0.8248,1,0,298.09,302.08,301.33,0.8839,1,0,0,Normal
22/12/2015 10:08:37,1.7893,898.38,1,1,0,6.417,200.7,6.98,1.2002,1,848.59,14.911,0.9975,1,0,1,0,0.0184,173.82,0.9978,1,0,0,0,101.29,0.0093,0.0091,0.0114,0.9487,0.361,0.4018,0.788,1,0,291.26,295.67,302.32,0.9606,1,0,0,Normal
22/12/2015 10:08:38,1.8956,899.03,1,1,0,6.715,198.83,6.9,1.1161,1,850.58,14.976,1.1073,1,0,1,0,0.0164,173.49,0.9911,1,0,0,0,100.21,0.0096,0.0104,0.0085,0.8875,0.4091,0.3939,0.8044,1,0,299.94,302.6,301.32,0.8986,1,0,0,Normal
22/12/2015 10:08:39,1.8898,900.18,0,1,0,6.467,200.1,7.051,1.2404,1,850.84,14.512,1.1727,1,0,1,0,0.0214,175.44,0.9783,1,0,0,0,100.06,0.0082,0.0093,0.0104,0.9125,0.4016,0.4036,0.7948,1,0,302.99,302.21,297.05,0.8697,1,0,0,Normal
22/12/2015 10:08:40,0.0044,897.42,1,1,0,6.436,200.52,6.983,1.2352,1,851.34,14.842,1.1093,1,0,1,0,0.0226,173.86,1.0121,1,0,0,0,99.93,0.0106,0.0104,0.0082,0.9094,0.3734,0.3748,0.7656,1,0,297.68,302.5,300.68,0.8717,1,0,0,Normal
22/12/2015 10:08:41,1.775,898.13,1,1,0,6.385,199.17,7.119,1.1516,1,851.91,16.06,1.0891,1,0,1,0,0.0237,173.62,0.9408,1,0,0,0,99.42,0.0097,0.0099,0.0109,0.9135,0.3917,0.3973,0.7904,1,0,297.26,297.34,303.08,0.8452,1,0,0,Normal
22/12/2015 10:08:42,1.9031,898.69,1,1,0,6.649,202.24,7.025,1.2435,1,849.33,14.739,1.0636,1,0,1,0,0.0224,174.23,1.0254,1,0,0,0,100.54,0.0108,0.0105,0.0097,0.9049,0.3629,0.4352,0.7819,1,0,299.0,296.05,302.02,0.9159,1,0,0,Normal
22/12/2015 10:08:43,1.799,899.28,1,1,0,6.525,199.91,6.979,1.1369,1,850.78,14.28,1.0918,1,0,1,0,0.0179,176.99,1.0175,1,0,0,0,99.64,0.0099,0.0098,0.009,0.9081,0.4453,0.3899,0.787,1,0,301.68,298.32,302.01,0.8784,1,0,0,Normal
22/12/2015 10:08:44,1.8739,899.84,1,1,0,6.449,202.75,6.937,1.1733,1,849.93,14.992,1.0892,1,0,1,0,0.017,174.2,0.997,1,0,0,0,99.37,0.0107,0.0104,0.0098,0.8502,0.3735,0.3731,0.8145,1,0,302.01,297.36,299.76,0.9002,1,0,0,Normal
22/12/2015 10:08:45,1.8242,901.02,0,1,0,6.507,198.96,6.958,1.2159,1,849.22,15.067,1.024,1,0,1,0,0.0189,174.78,1.029,1,0,0,0,99.08,0.0092,0.0091,0.0073,0.8912,0.418,0.3878,0.8643,1,0,299.23,300.44,295.91,0.9086,1,0,0,Normal
22/12/2015 10:08:46,0.0217,898.43,1,1,0,6.636,197.96,7.008,1.2226,1,849.89,14.567,1.0043,1,0,1,0,0.0207,174.7,0.983,1,0,0,0,100.76,0.01,0.0118,0.0083,0.862,0.3972,0.401,0.7935,1,0,298.34,296.3,298.17,0.9245,1,0,0,Normal
22/12/2015 10:08:47,1.848,898.61,1,1,0,6.444,200.95,6.994,1.1784,1,850.54,15.3,1.2075,1,0,1,0,0.0213,176.25,1.0343,1,0,0,0,100.53,0.01,0.0087,0.0115,0.9365,0.438,0.3682,0.7739,1,0,304.48,294.37,295.18,0.8854,1,0,0,Normal
22/12/2015 10:08:48,1.7914,899.01,1,1,0,6.531,200.94,7.022,1.1929,1,847.6,14.541,1.1568,1,0,1,0,0.0204,174.35,1.0335,0,0,0,0,98.87,0.0098,0.0094,0.0102,0.9085,0.4341,0.4037,0.758,1,0,299.25,296.1,299.46,0.9423,1,0,0,Normal
22/12/2015 10:08:49,1.7996,899.91,1,1,0,6.224,197.53,7.023,1.2309,1,850.18,15.171,1.1539,1,0,1,0,0.0213,176.87,1.0331,1,0,0,0,100.49,0.0111,0.0118,0.0098,0.8889,0.4122,0.411,0.7939,1,0,296.25,300.92,301.65,0.9218,1,0,0,Normal
22/12/2015 10:08:50,1.8194,900.87,0,1,0,6.454,199.64,6.913,1.1927,1,851.21,15.17,1.1608,1,0,1,0,0.0195,175.97,1.0238,1,0,0,0,102.34,0.0101,0.0108,0.0094,0.8985,0.4127,0.421,0.8268,1,0,301.74,306.0,299.59,0.9304,1,0,0,Normal
22/12/2015 10:08:51,0.0144,897.91,1,1,0,6.546,198.58,7.02,1.2299,1,851.7,14.079,1.0366,1,0,1,0,0.0184,174.78,0.9771,1,0,0,0,100.65,0.0107,0.0103,0.0084,0.9427,0.4032,0.3921,0.7887,1,0,293.95,301.78,300.79,0.8942,1,0,0,Normal
22/12/2015 10:08:52,1.8384,898.6,1,1,0,6.472,200.13,7.022,1.1861,1,850.38,15.843,1.1965,1,0,1,0,0.0203,173.49,1.0443,1,0,0,0,98.55,0.0092,0.0083,0.01,0.8628,0.3671,0.4026,0.7951,1,0,297.4,300.69,301.27,0.9072,1,0,0,Normal
22/12/2015 10:08:53,1.8269,899.77,1,1,0,6.405,199.98,7.009,1.1984,1,853.07,14.027,1.041,1,0,1,0,0.0154,175.16,1.0163,1,0,0,0,100.36,0.0103,0.0098,0.0087,0.8679,0.3813,0.4217,0.7956,1,0,298.43,297.2,303.59,0.9439,1,0,0,Normal
22/12/2015 10:08:54,1.8228,900.52,0,1,0,6.475,198.63,6.909,1.2423,1,852.03,15.598,1.1353,1,0,1,0,0.0211,176.23,0.9815,1,0,0,0,101.86,0.0086,0.0103,0.011,0.867,0.3954,0.4085,0.8454,1,0,296.52,302.38,298.93,0.8798,1,0,0,Normal
22/12/2015 10:08:55,0.015,897.42,1,1,0,6.477,201.43,6.944,1.2279,1,852.68,14.246,1.1602,1,0,1,0,0.0207,176.53,1.0347,1,0,0,0,100.97,0.0099,0.0099,0.0097,0.9499,0.4108,0.429,0.8077,1,0,297.45,298.25,300.31,0.8812,1,0,0,Normal
22/12/2015 10:08:56,1.7488,897.62,1,1,0,6.53,198.82,7.073,1.1553,1,853.07,15.123,1.0978,1,0,1,0,0.0174,176.74,1.0223,1,0,0,0,99.32,0.0107,0.0115,0.0106,0.8796,0.3938,0.3803,0.832,1,0,299.24,299.28,302.52,0.8496,1,0,0,Normal
22/12/2015 10:08:57,1.7817,898.14,1,1,0,6.429,200.56,6.949,1.2064,1,852.24,14.757,1.1079,1,0,1,0,0.019,177.53,0.9958,1,0,0,0,101.05,0.0092,0.0083,0.0092,0.9434,0.4049,0.4038,0.864,1,0,300.74,297.88,299.15,0.8659,1,0,0,Normal
22/12/2015 10:08:58,1.8992,899.14,1,1,0,6.459,198.11,6.997,1.1651,1,852.49,15.566,1.0933,1,0,1,0,0.0203,174.81,1.0241,1,0,0,0,99.33,0.0078,0.0095,0.0102,0.9221,0.4266,0.391,0.7872,1,0,299.33,303.09,300.17,0.965,1,0,0,Normal
22/12/2015 10:08:59,1.7503,899.28,1,1,0,6.49,202.28,6.976,1.1753,1,854.02,15.353,1.0683,1,0,1,0,0.0183,176.66,0.951,1,0,0,0,101.08,0.0107,0.009,0.008,0.9137,0.3978,0.3858,0.8196,1,0,302.52,293.38,298.04,0.9695,1,0,0,Normal
22/12/2015 10:09:00,1.8297,900.22,0,1,0,6.58,201.44,7.027,1.1871,1,854.28,14.706,1.1005,1,0,1,0,0.0177,173.42,0.9915,1,0,0,0,99.06,0.0095,0.0089,0.0088,0.9131,0.4201,0.4181,0.8419,1,0,305.24,302.87,298.49,0.9051,1,0,0,Normal
22/12/2015 10:09:01,0.0045,897.64,1,1,0,6.66,198.51,7.026,1.1599,1,854.12,14.182,1.1542,1,0,1,0,0.0221,174.05,1.0079,1,0,0,0,100.04,0.0112,0.0085,0.0105,0.8997,0.4113,0.3903,0.7755,1,0,300.42,304.95,302.58,0.8848,1,0,0,Normal
22/12/2015 10:09:02,1.7043,898.67,1,1,0,6.467,202.64,6.919,1.2597,1,853.74,14.426,1.0901,1,0,1,0,0.0186,175.88,0.9806,1,0,0,0,98.09,0.0088,0.0098,0.0119,0.9209,0.3889,0.3872,0.788,1,0,306.21,296.73,299.99,0.914,1,0,0,Normal
22/12/2015 10:09:03,1.8695,899.13,1,1,0,6.631,199.45,6.958,1.2044,1,851.3,14.891,1.1471,1,0,1,0,0.0217,174.71,1.0498,1,0,0,0,101.91,0.0113,0.0119,0.0103,0.9152,0.3573,0.442,0.7827,1,0,297.2,299.23,304.54,0.9662,1,0,0,Normal
22/12/2015 10:09:04,1.7751,899.66,1,1,0,6.648,198.76,7.077,1.2519,1,852.22,15.914,1.1893,1,0,1,0,0.0196,173.38,0.9441,1,0,0,0,102.24,0.0114,0.0092,0.0086,0.8837,0.3887,0.3959,0.7859,1,0,293.98,299.72,300.7,0.8942,1,0,0,Normal
22/12/2015 10:09:05,1.8053,899.87,1,1,0,6.511,199.53,6.925,1.2489,1,850.76,14.379,1.1016,1,0,1,0,0.0194,176.2,1.0262,1,0,0,0,100.72,0.0124,0.01,0.0112,0.8653,0.352,0.3718,0.7025,1,0,306.34,300.64,297.23,0.9136,1,0,0,Normal
22/12/2015 10:09:06,1.8008,900.79,0,1,0,6.412,201.66,7.04,1.204,1,854.03,14.781,1.064,1,0,1,0,0.0208,173.65,1.0149,1,0,0,0,99.17,0.0089,0.0099,0.0089,0.865,0.3868,0.4069,0.8156,1,0,301.96,301.78,297.46,0.9355,1,0,0,Normal
22/12/2015 10:09:07,-0.0112,897.58,1,1,0,6.434,197.42,7.033,1.2329,1,852.64,14.384,1.0625,1,0,1,0,0.0202,172.24,1.0338,1,0,0,0,101.07,0.0104,0.0101,0.0108,0.8544,0.433,0.4105,0.8408,1,0,302.62,299.97,296.15,0.8831,1,0,0,Normal
22/12/2015 10:09:08,1.7949,898.02,1,1,0,6.479,199.42,6.988,1.2211,1,853.96,15.495,1.1178,1,0,1,0,0.0164,174.32,1.0691,1,0,0,0,100.37,0.0104,0.0099,0.0114,0.9335,0.392,0.3671,0.7981,1,0,296.54,300.07,296.77,0.9377,1,0,0,Normal
22/12/2015 10:09:09,1.846,898.94,1,1,0,6.555,202.87,6.993,1.2242,1,852.38,15.04,1.1904,1,0,1,0,0.0216,174.83,1.0079,1,0,0,0,99.98,0.0102,0.01,0.0085,0.9305,0.4125,0.4111,0.7756,1,0,297.68,300.67,297.92,0.913,1,0,0,Normal
22/12/2015 10:09:10,1.7051,899.91,1,1,0,6.517,203.97,6.883,1.1674,1,851.77,15.429,1.135,1,0,1,0,0.0183,177.0,0.9879,0,0,0,0,101.21,0.009,0.0084,0.0089,0.9388,0.3969,0.406,0.8542,1,0,299.62,299.45,303.62,0.9004,1,0,0,Normal
22/12/2015 10:09:11,1.8396,900.44,0,1,0,6.488,201.96,7.021,1.191,1,851.89,13.778,1.1478,1,0,1,0,0.0175,172.86,0.9869,1,0,0,0,98.21,0.0105,0.0093,0.0107,0.878,0.3819,0.4354,0.8288,1,0,294.42,297.71,300.73,0.9097,1,0,0,Normal
22/12/2015 10:09:12,0.0248,897.94,1,1,0,6.548,202.71,7.023,1.2179,1,854.22,15.551,1.0663,1,0,1,0,0.0213,173.67,1.0151,1,0,0,0,100.48,0.0105,0.0103,0.0091,0.9119,0.4396,0.3722,0.8219,1,0,302.57,305.18,302.18,0.9003,1,0,0,Normal
22/12/2015 10:09:13,1.7747,898.98,1,1,0,6.451,200.89,7.059,1.1994,1,853.05,14.895,1.0853,1,0,1,0,0.0194,174.13,0.987,1,0,0,0,98.28,0.011,0.0115,0.0109,0.916,0.4065,0.4173,0.8027,1,0,302.95,301.84,298.92,0.9269,1,0,0,Normal
22/12/2015 10:09:14,1.8096,899.45,1,1,0,6.6,201.78,7.018,1.224,1,854.96,14.925,1.0554,1,0,1,0,0.0226,173.94,0.9793,1,0,0,0,98.2,0.0094,0.0101,0.0105,0.8806,0.3885,0.3864,0.7883,1,0,299.85,303.95,296.96,0.9525,1,0,0,Normal
22/12/2015 10:09:15,1.711,899.69,1,1,0,6.632,200.16,7.002,1.1889,1,854.08,14.912,0.9709,1,0,1,0,0.0163,175.78,1.0355,1,0,0,0,101.36,0.0099,0.009,0.0099,0.8332,0.3992,0.4164,0.7989,1,0,299.15,301.58,301.81,0.8502,1,0,0,Normal
22/12/2015 10:09:16,1.8019,899.66,1,1,0,6.694,202.21,6.974,1.2082,1,854.08,14.626,1.097,1,0,1,0,0.0194,175.23,0.9775,1,0,0,0,98.72,0.0095,0.01,0.0087,0.953,0.4,0.4165,0.7713,1,0,302.14,302.39,302.82,0.9571,1,0,0,Normal
22/12/2015 10:09:17,1.7692,899.97,1,1,0,6.566,201.22,7.082,1.2196,1,854.08,14.454,1.1347,1,0,1,0,0.0197,176.78,0.9873,1,0,0,0,101.2,0.009,0.0104,0.0089,0.9161,0.3761,0.3936,0.757,1,0,308.47,295.04,300.03,0.9343,1,0,0,Normal
22/12/2015 10:09:18,1.8924,900.49,0,1,0,6.591,200.42,7.012,1.1878,1,852.72,15.619,1.1525,1,0,1,0,0.0182,174.69,0.9957,1,0,0,0,99.97,0.0112,0.0101,0.0093,0.8569,0.3907,0.4247,0.8033,1,0,299.46,305.1,298.76,0.8758,1,0,0,Normal
22/12/2015 10:09:19,-0.0176,897.57,1,1,0,6.42,202.89,6.978,1.1419,1,853.01,15.447,1.0924,1,0,1,0,0.0211,172.91,1.0188,0,0,0,0,99.04,0.0103,0.0101,0.0107,0.8936,0.411,0.3808,0.7501,1,0,301.67,305.23,297.01,0.9367,1,0,0,Normal
22/12/2015 10:09:20,1.8026,897.97,1,1,0,6.46,197.37,6.915,1.1661,1,853.3,14.997,1.08,1,0,1,0,0.0204,177.08,1.0118,0,0,0,0,99.88,0.0109,0.0096,0.0087,0.8408,0.3866,0.3504,0.766,1,0,301.64,300.54,300.06,0.9354,1,0,0,Normal
22/12/2015 10:09:21,1.7719,898.19,1,1,0,6.515,200.42,6.981,1.2128,1,853.89,14.285,1.1339,1,0,1,0,0.0175,173.25,1.0073,1,0,0,0,100.6,0.0102,0.0083,0.011,0.8461,0.3932,0.3955,0.7979,1,0,300.11,300.41,292.75,0.9004,1,0,0,Normal
22/12/2015 10:09:22,1.6238,898.33,1,1,0,6.419,198.86,7.06,1.2079,1,854.41,15.591,1.0962,1,0,1,0,0.0215,176.37,0.9614,1,0,0,0,101.47,0.0086,0.0085,0.0108,0.9292,0.423,0.3792,0.8049,1,0,298.2,297.34,300.13,0.9244,1,0,0,Normal
